name,power,gender,description,in_endgame,movies_in,strength,intelligence,agility
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,concern research throughout mother kind answer play mission product process bill real captain america save day,True,7,80,77,78
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,teach believ month amount deep test thought littl anoth avoid understand spiderman save day,True,2,64,66,100
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,short popular help respons save high polit task speak differ break becom captain america save day,True,5,80,83,74
Captain America,peak human abil vibranium shield,Male,case receiv fact certain design secur across rise offer question write challeng wear interview captain america save day,True,6,84,82,88
Hulk,superhuman strength anger durabl heal factor,Male,door meet mean especi five network assum ahead plant trial affect never big sever hulk save day,True,6,98,44,43
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,arriv manag scientist strong alreadi readi environment black widow save day,True,6,51,87,99
Ironman,geniu engin energi weapon missil launcher,Male,fish risk increas kitchen valu ironman save day,True,9,57,98,64
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,centuri produc determin feel articl treatment person spiderman save day,True,4,51,93,95
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,occur style child guess far product outsid current agent color factor bank ironman save day,True,8,63,95,62
Captain America,enhanc strength endur martial art expert,Male,appear signific short hear draw instead writer front court protect captain america save day,True,8,89,72,80
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,repres style night major smile rate newspap give agent hand black widow save day,True,6,65,89,87
Captain America,enhanc reflex see object slow motion dodg bullet,Male,manag region heavi wonder four still decis run special red captain america save day,True,7,77,80,78
Ironman,nanotechnolog suit super strength flight,Male,languag howev risk work militari year feel develop talk ironman save day,True,9,65,96,64
Hulk,gamma radiat empow massiv leap anger,Male,street two look listen along career choic leav tend time leg sport hulk save day,True,6,100,45,53
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,suddenli current low occur offer yeah far within probabl ever rate spiderman save day,True,6,62,80,97
Spiderman,,Male,receiv catch relationship larg accept bad eight strong natur road month book explain feel spiderman save day,True,3,64,71,91
Hulk,gamma radiat empow massiv leap anger,Male,agenc someth variou subject east list strategi start mind door author outsid hulk save day,True,2,96,39,32
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,tree right busi seri build major paint see first cours world son growth effort black widow save day,True,8,60,90,90
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,role minut question rather individu interview ironman save day,True,8,63,93,72
Spiderman,adher surfac via static silk format,Male,specif studi word base posit alway remain yard spiderman save day,True,7,60,83,95
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,draw polic perform artist student matter movi spiderman save day,True,4,51,71,90
Hulk,power angryinfinit strength proport anger thunder clap,Male,centuri state visit qualiti car right least requir mission usual hulk save day,True,6,99,37,45
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,resourc start paper success product wait real small dream need final hulk save day,True,5,96,31,63
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,sometim determin sourc intern specif word question food wish offic case student soldier share friend hulk save day,True,4,98,47,52
Hulk,gamma radiat empow massiv leap anger,Male,interview summer employe offer perhap pass market role marriag space hulk save day,True,3,98,60,37
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,glass news boy everyth difficult invest night spiderman save day,True,5,53,75,96
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,seriou often social reveal hand prevent center lot enough form black widow save day,True,7,66,76,84
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,human role fine fine effort well rather listen season head candid spiderman save day,True,4,57,77,91
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,seriou learn leav agre break attack plant ye ironman save day,True,10,56,92,72
Black Widow,acrobat combat tactic geniu,Female,season tradit democrat congress piec forget factor includ agreement lead grow rais good whole black widow save day,True,8,58,82,89
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,deep book eye ten short worker without nearli goal design everyth side black widow save day,True,6,49,97,93
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,littl key far season reason chair factor pm agreement deep black widow save day,False,3,56,88,91
Captain America,peak human abil vibranium shield,Male,outsid former offici white pattern industri class lawyer smile among detail develop discov captain america save day,True,8,90,78,79
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,book everyon matter color creat school public owner compar open second camera valu hulk save day,True,5,99,51,67
Captain America,pound snap steel chain,Male,surfac though decid bank like profession ask meet seem captain america save day,True,6,86,81,78
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,begin heavi law church find food spiderman save day,True,6,61,90,91
Spiderman,adher surfac via static silk format,Male,truth major born guy world southern dream drive note bad rule staff within mouth spiderman save day,True,2,54,71,99
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,clearli difficult impact understand wear develop provid dark ironman save day,True,9,76,98,62
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,color note add moment signific still manag differ data watch spend hulk save day,True,6,99,36,43
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,wear current charg call prove spiderman save day,True,4,62,76,98
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,like see appear weight differ attent whatev american spiderman save day,True,4,53,68,91
Ironman,nanotechnolog suit super strength flight,Male,next low write offic similar huge catch tell budget discov situat ironman save day,True,7,67,96,63
Spiderman,intellect web shooter,Male,field train deep coupl scientist section senior trial receiv region howev dream spiderman save day,True,1,68,83,86
Hulk,power angryinfinit strength proport anger thunder clap,Male,mission wide common fight season budget campaign reason read film decid wonder interest sever born affect hulk save day,True,4,98,48,59
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,although interest color sort maintain see natur human black widow save day,True,5,45,86,91
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,bank occur agent scene within interest avoid econom clearli financi person benefit hulk save day,False,6,100,21,38
Captain America,master tactician combat strategi battlefield analysi leadership,Male,site medic environ probabl film total train pull train allow ago captain america save day,True,4,83,81,82
Spiderman,intellect web shooter,Male,bill eight commun check servic away week physic less spiderman save day,True,2,55,75,95
Hulk,superhuman strength anger durabl heal factor,Male,note garden reason commun prove school republican student boy foot best knowledg hulk save day,True,5,97,46,72
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,scienc readi bad seat gener best discuss away paint pass spiderman save day,True,4,63,74,99
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,cover agenc begin voic prevent structur wear point remain build task hulk save day,True,4,97,35,41
Hulk,power angryinfinit strength proport anger thunder clap,Male,kitchen agent lot matter coupl type run model hulk save day,True,6,97,30,43
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,learn wide offic heavi involv develop imag everyth expect reflect black widow save day,True,5,36,83,91
Black Widow,acrobat combat tactic geniu,Female,someon onto form sign option everyon southern black widow save day,True,3,47,92,99
Captain America,peak human abil vibranium shield,Male,surfac alon woman media hair name institut war feel watch captain america save day,True,9,82,73,88
Spiderman,,Male,allow fire onto sell requir huge babi class drive strong home spiderman save day,True,1,73,76,94
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,read live mayb paint republican hear system man ironman save day,True,9,80,95,65
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,let alway test least anyon hard intern push short age environ fall black widow save day,True,4,47,86,92
Captain America,master tactician combat strategi battlefield analysi leadership,Male,thousand hospit individu ye final american mind ga partner item lawyer captain america save day,True,5,88,73,75
Black Widow,multilingu fluent dozen languag global undercov oper,Female,way agent test take decad cup side opportun wide black widow save day,True,5,50,89,86
Captain America,pound snap steel chain,Male,paint inform child yeah ago page back bodi natur polici guy four captain america save day,True,6,86,89,85
Ironman,power armor suit repulsor flight,Male,coupl gener pretti show colleg glass start sort perhap key ironman save day,True,9,68,97,52
Black Widow,multilingu fluent dozen languag global undercov oper,Female,particular year sell short issu everybodi later thing school practic author possibl fund month black widow save day,True,5,63,79,93
Captain America,indomit expert tactician shield throw,Male,wall tax plant polic offici alreadi second could recent similar democrat decid cours captain america save day,True,7,78,82,70
Ironman,power armor suit repulsor flight,Male,servic test start middl citi find medic career surfac ahead cover strategi student ironman save day,True,9,60,97,51
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,item employe finish without materi wind exactli guess involv total enjoy stop unit might job hulk save day,True,5,98,27,42
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,sort spend offer reason none ironman save day,True,9,70,98,74
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,behind probabl great tell approach presid posit art rock spiderman save day,False,4,58,67,90
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,attent car admit mission train rang step paint concern top outsid mother sell behavior ironman save day,True,10,67,98,67
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,invest vote hospit road idea fish citizen discuss report call brother offic hot sever true captain america save day,True,7,80,80,82
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,run nation somebodi charact usual agenc must player realli act ironman save day,True,9,79,99,69
Spiderman,adher surfac via static silk format,Male,howev similar ahead event yeah make green wait quickli produc beat peac someth requir bank spiderman save day,True,5,61,72,94
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,billion young owner guy thank professor student white instead point tend exactli right everi black widow save day,True,7,60,85,93
Spiderman,intellect web shooter,Male,region particularli would pressur account stage feder profession voic care break blood network even paint spiderman save day,True,4,64,75,98
Ironman,geniu engin energi weapon missil launcher,Male,consum face pm pay even perform could affect ironman save day,True,7,52,100,56
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,visit seat break happi tabl west offic abil artist movi suggest woman floor half quickli someon captain america save day,True,7,78,85,72
Black Widow,master spi martial artist expert marksman,Female,inform languag easi interest comput produc girl huge campaign think black widow save day,True,6,47,84,88
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,worker troubl exactli develop offic approach son long must ironman save day,True,8,75,98,57
Hulk,superhuman strength anger durabl heal factor,Male,fish high nation product littl could style child young prove care author administr hulk save day,False,3,100,34,59
Hulk,power angryinfinit strength proport anger thunder clap,Male,decis back word els pull adult hous actual hulk save day,True,3,98,54,54
Black Widow,acrobat combat tactic geniu,Female,special opportun seriou game stop role save arm bodi black widow save day,True,8,59,91,86
Ironman,power armor suit repulsor flight,Male,idea seek reason theori lawyer maintain old ironman save day,False,10,71,100,53
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,media left avail reason see high second talk howev action captain america save day,True,7,99,82,78
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,parti poor ago upon stop environ congress reflect final fund accept thank husband center plan spiderman save day,True,7,67,90,91
Hulk,power angryinfinit strength proport anger thunder clap,Male,medic onto rate two tabl resourc life third rich hospit hulk save day,True,2,99,27,58
Spiderman,intellect web shooter,Male,histori profession star wonder manag alreadi mayb opportun thank key moment spiderman save day,False,6,60,68,96
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,could board notic later thu behavior bit need allow readi major cost attorney captain america save day,True,7,75,79,75
Ironman,nanotechnolog suit super strength flight,Male,bad know materi firm wonder seat adult idea ironman save day,True,10,58,99,70
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,young piec safe much build sometim parent process black widow save day,True,5,48,87,89
Hulk,power angryinfinit strength proport anger thunder clap,Male,low happi oil bag room money teacher seek evid might model particular earli piec hulk save day,True,3,95,49,70
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,accord land environ form old end growth door properti spiderman save day,True,5,50,92,95
Spiderman,adher surfac via static silk format,Male,treat seat strategi total simpli discov soon spiderman save day,True,3,55,80,97
Captain America,enhanc strength endur martial art expert,Male,sea secur recogn feder front sit receiv expert choos thing allow seem captain america save day,True,6,88,78,79
Hulk,superhuman strength anger durabl heal factor,Male,polic two everybodi interview tough show food class hulk save day,True,5,95,36,40
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,growth time mr point shoulder price great posit worker spiderman save day,True,3,68,68,100
Ironman,geniu engin energi weapon missil launcher,Male,open cold statement fear fact road other full thousand ironman save day,True,9,73,100,66
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,staff true argu detail suffer someth great stuff suddenli compar south recent trial ironman save day,True,10,60,94,59
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,score inde kind clearli road today rock increas structur centuri field write hulk save day,True,6,97,22,65
Spiderman,,Male,store rang wonder long consid care respond want alreadi spiderman save day,True,4,55,73,85
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,enough mother game question person born seri consid accord throw black widow save day,True,4,49,76,93
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,campaign hand special person hulk save day,True,4,98,48,39
Black Widow,master spi martial artist expert marksman,Female,lot hit help red near break brother past tough goal ga truth draw begin black widow save day,True,6,48,86,87
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,still group concern recent across leg view know develop exactli hulk save day,True,4,100,34,29
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,republican point soldier meet build cut catch spiderman save day,True,4,56,70,91
Spiderman,intellect web shooter,Male,analysi hit health section ground attack drop price billion old seri card good full spiderman save day,True,4,58,79,98
Hulk,gamma radiat empow massiv leap anger,Male,fast send recent partner offer debat rang per friend usual method hulk save day,True,4,97,39,45
Captain America,enhanc reflex see object slow motion dodg bullet,Male,face low enter abl piec hour type upon captain america save day,True,6,77,77,78
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,like allow explain execut teacher author enough social oper sound cup boy differ chanc enter spiderman save day,True,3,65,69,95
Black Widow,acrobat combat tactic geniu,Female,environment rock fund stand final import occur black widow save day,False,5,51,70,100
Black Widow,peak human condit espionag wrist stinger,Female,adult foot player ground alreadi school eat base behind risk plan issu black widow save day,True,7,51,87,94
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,number student price moment red eight hand ironman save day,True,8,73,96,61
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,singl maintain piec comput play event seven collect ironman save day,True,9,58,99,61
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,someon american mouth product attent posit actual inform spiderman save day,True,4,65,78,94
Ironman,geniu engin energi weapon missil launcher,Male,road product wait red bag cold billion ironman save day,True,7,61,100,59
Spiderman,intellect web shooter,Male,draw bring health center home other offer institut main spiderman save day,True,5,49,77,97
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,larg practic time live relationship great western black widow save day,False,3,52,93,93
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,weight usual explain yard movement interest rest shoulder employe whether level yeah draw black widow save day,True,4,53,87,99
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,former mayb simpl age somebodi local captain america save day,True,7,79,80,62
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,chang tonight south sort outsid produc race return pretti ironman save day,True,9,72,96,59
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,finish action across attack moment rate goal rise hulk save day,True,4,98,32,34
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,reveal budget howev common seat simpli yard provid bed less stand place captain america save day,True,7,90,92,86
Ironman,power armor suit repulsor flight,Male,mouth phone decis pictur defens rate structur day stock scientist stage author rather ironman save day,True,8,72,96,82
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,girl team simpli lead build million firm across purpos beyond gun technolog cost ironman save day,True,10,68,97,57
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,half understand skill air daughter idea health success perform black widow save day,True,5,49,86,98
Spiderman,intellect web shooter,Male,young howev mani view unit theori spiderman save day,True,4,52,71,96
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,materi hit energi employe land experi troubl spiderman save day,True,3,58,68,89
Captain America,enhanc strength endur martial art expert,Male,color race coach forward lay program window captain america save day,True,7,87,75,75
Spiderman,intellect web shooter,Male,larg admit famili identifi profession hard network ga nearli goal law fill spiderman save day,True,5,64,82,99
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,kind hand employe field spring summer ga ironman save day,True,9,89,96,72
Black Widow,peak human condit espionag wrist stinger,Female,polit sound studi train reveal attorney secur radio imag mind like histori black widow save day,True,6,55,77,86
Spiderman,,Male,relationship million night long heavi least spiderman save day,True,2,57,75,100
Hulk,power angryinfinit strength proport anger thunder clap,Male,laugh drive next actual rule wear car fast hulk save day,True,6,100,27,42
Ironman,nanotechnolog suit super strength flight,Male,million newspap might piec fact huge fight ironman save day,True,9,88,98,59
Captain America,enhanc strength endur martial art expert,Male,voic onto mayb rang everi account central ask human space moment travel least offic captain america save day,True,7,89,78,76
Ironman,nanotechnolog suit super strength flight,Male,key discov method exactli chang church stage produc ironman save day,True,9,68,99,72
Spiderman,,Male,church whether bag control organ push dog build three east organ peopl inform mission spiderman save day,True,5,57,75,87
Black Widow,peak human condit espionag wrist stinger,Female,manag properti hospit recent blue indic interest agreement lead action popul throw peopl amount black widow save day,True,7,46,85,95
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,add good report simpl tax total rate rock without task captain america save day,True,6,87,77,75
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,center seat drive memori record custom lose face beyond black widow save day,True,4,68,78,92
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,today star serv success assum like busi teacher forget includ decid decad hulk save day,True,5,99,44,39
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,rememb special accept mean within provid car throughout american confer colleg manag fund life bed hulk save day,True,4,94,38,69
Captain America,peak human abil vibranium shield,Male,matter probabl great differ intern sell sever captain america save day,True,6,93,91,75
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,increas former letter artist strategi hope show watch spiderman save day,True,3,61,77,92
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,recent feel stock ball yard practic help live pm reflect bar suddenli spiderman save day,True,4,68,70,89
Ironman,geniu engin energi weapon missil launcher,Male,goal heart stock small offici serv difficult later son almost end ironman save day,False,9,73,96,64
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,price prevent babi voic day relat spend today teach kitchen happen necessari black widow save day,True,8,47,83,93
Captain America,enhanc reflex see object slow motion dodg bullet,Male,profession opportun blood across system firm staff father despit quit challeng exist section support still captain america save day,True,7,88,75,83
Captain America,enhanc strength endur martial art expert,Male,visit town student bed administr usual billion seek perhap name plant south properti captain america save day,True,5,70,77,83
Black Widow,master spi martial artist expert marksman,Female,along play account carri heavi wall pull enter charg sport safe execut cup week tax black widow save day,True,6,54,96,95
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,fill mayb time region financi brother troubl far pass despit card check secur spiderman save day,True,5,65,78,95
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,respond box servic develop game stop factor miss reduc anim clearli ironman save day,True,10,62,96,47
Captain America,enhanc strength endur martial art expert,Male,toward call meet green loss per control case analysi camera captain america save day,True,7,79,84,89
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,win inform though red return finish gener still particular chair identifi popular thought hulk save day,False,6,95,46,55
Captain America,indomit expert tactician shield throw,Male,suddenli weight health radio media enjoy radio per popular scientist start account tabl captain america save day,True,5,94,85,80
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,better present music address behavior send door imag loss ten total clearli abl hospit unit spiderman save day,True,5,54,77,100
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,guess occur level work candid assum spiderman save day,False,5,53,76,94
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,chair coach two might wide point road start water describ paper like loss ironman save day,True,7,50,98,84
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,list common idea peac race real littl environment head full soldier financi ironman save day,True,9,64,97,82
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,usual list front invest three stage wait professor captain america save day,True,6,82,81,82
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,role today anim suggest concern act million cell like although black widow save day,True,4,59,81,91
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,charact young lot far turn beat stori role give ga six miss give best spiderman save day,True,4,60,92,94
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,middl drop centuri invest pass drive indic professor beat window attack moment medic write never hospit spiderman save day,True,7,60,70,95
Captain America,indomit expert tactician shield throw,Male,growth nation free push econom seat shoulder suddenli captain america save day,True,8,89,75,80
Captain America,master tactician combat strategi battlefield analysi leadership,Male,defens lose shoulder spring southern heavi hundr step accord act group never central key place tree captain america save day,True,5,87,83,79
Spiderman,intellect web shooter,Male,six child hope guess wall know seven spiderman save day,True,5,46,65,97
Ironman,nanotechnolog suit super strength flight,Male,glass third profession former famili wear peac littl ironman save day,True,9,70,96,59
Captain America,peak human abil vibranium shield,Male,citi follow behavior agent activ show check peac win occur agent safe work play captain america save day,True,6,85,74,78
Captain America,indomit expert tactician shield throw,Male,impact particularli foot arm staff station despit whole comput captain america save day,True,6,82,76,85
Captain America,master tactician combat strategi battlefield analysi leadership,Male,product usual specif repres babi abl valu chanc pretti floor hospit return size long captain america save day,True,7,86,83,100
Captain America,enhanc strength endur martial art expert,Male,chair someth event better woman develop weight situat money captain america save day,True,7,87,80,83
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,properti decad safe order sens cell lose civil within hospit citi industri black widow save day,True,5,58,89,91
Hulk,gamma radiat empow massiv leap anger,Male,sound item music custom person law shake congress affect reflect televis offic defens hulk save day,True,7,99,49,64
Black Widow,multilingu fluent dozen languag global undercov oper,Female,polici forget project economi ground actual requir magazin one determin black widow save day,True,7,45,83,88
Spiderman,intellect web shooter,Male,offic tradit heart walk cup option store drug recent feel rang spiderman save day,True,5,53,67,96
Black Widow,acrobat combat tactic geniu,Female,activ presid prove institut approach interest score break southern tradit mayb sit republican black widow save day,True,5,57,84,93
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,left southern rich staff second offici gener ye variou attorney valu spiderman save day,True,5,68,63,100
Black Widow,peak human condit espionag wrist stinger,Female,meet open war best father game today oil interview follow black widow save day,True,6,37,88,92
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,caus nation contain threat wrong whatev model stuff avoid spiderman save day,True,3,65,73,93
Spiderman,intellect web shooter,Male,eat coupl larg instead everyth econom type kitchen spiderman save day,True,6,70,74,99
Hulk,superhuman strength anger durabl heal factor,Male,media hot manag wife pay good within fli agreement hulk save day,True,3,100,40,49
Spiderman,intellect web shooter,Male,focu earli variou everyth late seek properti manag foot spiderman save day,True,5,50,76,96
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,mind offic third servic capit instead product often variou alon town answer cup consid central black widow save day,True,5,58,74,91
Black Widow,multilingu fluent dozen languag global undercov oper,Female,mission articl dinner one ok less mr sit five black widow save day,True,6,54,80,95
Hulk,superhuman strength anger durabl heal factor,Male,share fund pass guy job market suggest skin subject movi explain answer hulk save day,True,6,97,43,48
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,readi cell show recogn school whatev guess signific section democrat black widow save day,True,6,60,80,93
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,success knowledg fight car smile commerci employe machin wife show anoth good lay coach hulk save day,True,2,99,29,52
Ironman,power armor suit repulsor flight,Male,throughout parti activ variou measur light mani close seem fli former everyth medic nearli ironman save day,True,10,74,97,72
Captain America,indomit expert tactician shield throw,Male,societi act social stand system captain america save day,True,4,82,79,74
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,brother yet result even follow threat coach face rate black widow save day,True,6,51,91,88
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,artist product candid factor surfac unit hotel stori laugh want carri show board ironman save day,True,9,66,98,75
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,understand door class son comput includ confer site spiderman save day,True,4,63,88,95
Black Widow,multilingu fluent dozen languag global undercov oper,Female,stori art writer health yet black widow save day,True,5,54,83,87
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,speak person expert bar measur surfac everyon car exactli tax add hulk save day,True,5,100,12,58
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,oper foreign nation produc news black widow save day,True,4,58,85,84
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,first next popular girl run help right economi ironman save day,True,9,73,100,70
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,activ store work candid statement head piec popular old ironman save day,True,9,71,97,66
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,ever back experi even floor music catch discuss realli relationship spiderman save day,True,5,62,76,96
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,term produc increas church common view whole score special black widow save day,True,5,49,84,91
Ironman,power armor suit repulsor flight,Male,nearli suddenli includ plan step food drive nation heart nearli season ironman save day,True,10,80,100,69
Hulk,power angryinfinit strength proport anger thunder clap,Male,trial togeth individu analysi yard safe mean intern hour hulk save day,True,4,97,23,40
Black Widow,multilingu fluent dozen languag global undercov oper,Female,situat former threat alon trial anoth black widow save day,True,6,61,78,92
Black Widow,peak human condit espionag wrist stinger,Female,piec scientist job seriou record safe rich oper star meet charg account black widow save day,True,6,58,85,91
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,continu way hair fight best add necessari technolog former scientist guess singl captain america save day,True,7,86,82,68
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,medic back daughter stop race author black widow save day,True,5,68,82,92
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,month polic other particularli girl suddenli pay sport relationship father pass care spiderman save day,True,3,58,74,97
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,senior agre total whether music sometim accord strategi ago data walk number rule minut store black widow save day,True,7,56,78,89
Black Widow,acrobat combat tactic geniu,Female,movi singl book particularli music wear black widow save day,True,7,52,85,87
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,foreign break exist outsid find wish know network hulk save day,True,3,96,48,47
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,care owner pm find light total campaign prevent half parti respond local see black widow save day,True,7,56,77,91
Black Widow,acrobat combat tactic geniu,Female,success minut figur need right small along dog black widow save day,True,6,48,77,93
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,project chanc road becom person perhap hold fund anim provid kitchen everyon hulk save day,True,6,96,34,36
Black Widow,master spi martial artist expert marksman,Female,sever reveal colleg beyond give develop inform less inde togeth black widow save day,True,4,44,81,96
Spiderman,,Male,cell year doctor troubl offic offic signific stand spiderman save day,True,4,65,87,99
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,confer huge militari blood south get run pretti identifi southern claim medic black widow save day,True,5,60,87,93
Spiderman,,Male,noth seriou compar task today still middl beauti protect continu cell spiderman save day,True,2,71,79,94
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,sens past drug mention camera black widow save day,True,4,50,81,95
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,tv billion sport thought famili bank black widow save day,False,6,55,86,92
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,deep sinc necessari boy task wear go soldier less tradit popul six captain america save day,True,8,82,77,86
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,surfac expect sever even town challeng join watch develop later glass ago appli mayb dog spiderman save day,True,3,65,77,91
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,clearli letter imag movi debat final enter ironman save day,True,9,70,95,70
Captain America,enhanc reflex see object slow motion dodg bullet,Male,industri leader keep govern light expert weight minut respons director player beauti figur side suddenli captain america save day,True,6,84,79,77
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,last special prepar focu littl charact artist spiderman save day,True,2,70,77,92
